state,cluster,corr,members,window
PA,3,0.5989629715956307,"['Hypergammaglobulinemia', 'Muscle Weakness']",2011-09
RI,2,0.726103012426237,"['Hypothermia', 'Miosis']",2011-09
SC,12,0.6829332818937902,"['Toothache', 'Labor Pain', 'Diarrhea']",2011-09
SD,10,0.7863318013700271,"['Morning Sickness', 'Hallucinations']",2011-09
TN,13,0.6123952394741781,"['Shoulder Pain', 'Weight Gain', 'Weight Loss']",2011-09
TX,1,0.7844048829774235,"['Overweight', 'Arthralgia']",2011-09
UT,14,0.7492354495139154,"['Motion Sickness', 'Asthenia']",2011-09
VA,6,0.7347868498339004,"['Tremor', 'Pseudophakia', 'Hemoglobinuria']",2011-09
VT,11,0.6209598896819875,"['Flushing', 'Edema']",2011-09
WA,18,0.7478476568214081,"['Tremor', 'Tetany']",2011-09
WI,11,0.758192375841748,"['Purpura Fulminans', 'Jaundice', 'Korsakoff Syndrome']",2011-09
WV,8,0.6811406597519503,"['Flank Pain', 'Flushing']",2011-09
WY,1,0.6229825603249072,"['Dystonia', 'Snoring', 'Amnesia']",2011-09
AK,1,0.6180829967719889,"['Dyslexia', 'Hallucinations', 'Illusions']",2011-10
AL,15,0.7007172336458211,"['Facial Pain', 'Dysgeusia']",2011-10
AR,15,0.6860864738162941,"['Eructation', 'Paralysis', 'Obesity']",2011-10
AZ,16,0.6127195293356023,"['Anomia', 'Tetany', 'Earache']",2011-10
CA,7,0.6558562534950316,"['Thinness', 'Athetosis', 'Hyperoxia']",2011-10
CO,4,0.5518323022634533,"['Labor Pain', 'Ophthalmoplegia', 'Pain', 'Renal Colic', 'Eye Pain', 'Hyperacusis']",2011-10
CT,7,0.6439575465474608,"['Shoulder Pain', 'Apnea', 'Orthostatic Intolerance']",2011-10
DC,18,0.7411168262415376,"['Torticollis', 'Eye Pain']",2011-10
DE,2,0.5540805637970951,"['Dyslexia', 'Chorea', 'Deafness', 'Arthralgia', 'Hallucinations', 'Obesity', 'Neck Pain', 'Jaundice', 'Heartburn']",2011-10
FL,5,0.6954829955287586,"['Phantom Limb', 'Synkinesis']",2011-10
GA,9,0.7336392011178822,"['Respiratory Sounds', 'Feminization']",2011-10
HI,14,0.6155571108367482,"['Mutism', 'Paralysis']",2011-10
IA,7,0.5910939360342855,"['Back Pain', 'Tremor', 'Fatigue', 'Weight Gain', 'Hyperemesis Gravidarum']",2011-10
ID,18,0.6674395892511188,"['Hemiplegia', 'Low Back Pain', 'Back Pain', 'Hematemesis', 'Hearing Loss', 'Weight Loss']",2011-10
IL,16,0.6363713702196544,"['Dysuria', 'Psychomotor Agitation']",2011-10
IN,8,0.789088019755985,"['Athetosis', 'Unconsciousness']",2011-10
KS,16,0.6651401823393704,"['Abdominal Pain', 'Dysgeusia', 'Scotoma', 'Presbycusis']",2011-10
KY,12,0.7001621611701557,"['Dyslexia', 'Gagging']",2011-10
LA,3,0.6569971442105675,"['Pelvic Pain', 'Torticollis', 'Mental Retardation']",2011-10
MA,17,0.7211174592403135,"['Fasciculation', 'Photophobia', 'Paralysis']",2011-10
MD,2,0.7215511597056322,"['Overweight', 'Hearing Loss', 'Deafness']",2011-10
ME,13,0.6367944781564792,"['Confusion', 'Headache']",2011-10
MI,17,0.6558914953474448,"['Thinness', 'Chest Pain']",2011-10
MN,6,0.7101709964629563,"['Neck Pain', 'Acute Coronary Syndrome', 'Sneezing']",2011-10
MO,12,0.6514237456080534,"['Speech Disorders', 'Mutism', 'Purpura']",2011-10
MS,20,0.578569519299403,"['Chest Pain', 'Flank Pain', 'Low Back Pain', 'Neck Pain', 'Hearing Loss', 'Toothache']",2011-10
MT,7,0.7109091324085636,"['Pelvic Pain', 'Jaundice', 'Hot Flashes']",2011-10
NC,11,0.6097941643344961,"['Emaciation', 'Hiccup', 'Hirsutism', 'Sarcopenia', 'Proteinuria', 'Catalepsy', 'Hoarseness', 'Facial Paralysis', 'Gastroparesis', 'Muscle Weakness', 'Arthralgia', 'Paraparesis', 'Myotonia', 'Agraphia', 'Livedo Reticularis']",2011-10
ND,13,0.6318837661274845,"['Cyanosis', 'Sneezing', 'Paralysis']",2011-10
NE,8,0.6704462914371105,"['Tics', 'Dizziness', 'Anisocoria']",2011-10
NH,16,0.6245687673419443,"['Pruritus', 'Torticollis', 'Hyperventilation']",2011-10
NJ,7,0.6832361896603587,"['Ataxia', 'Flank Pain']",2011-10
NM,1,0.7018991685779433,"['Coprophagia', 'Catatonia']",2011-10
NV,7,0.6676645293026349,"['Tics', 'Dysgeusia', 'Vertigo']",2011-10
NY,3,0.7313313445036482,"['Fever of Unknown Origin', 'Hydrops Fetalis', 'Paraplegia']",2011-10
OH,1,0.6457953438358808,"['Scotoma', 'Syncope']",2011-10
OK,2,0.5856208884838029,"['Dyspnea', 'Illusions', 'Hiccup', 'Shoulder Pain', 'Bulimia', 'Tremor', 'Dysuria']",2011-10
OR,5,0.7327026735151048,"['Dyspnea', 'Ageusia', 'Hydrops Fetalis']",2011-10
PA,10,0.6975304572352892,"['Cyanosis', 'Proteinuria', 'Oliguria']",2011-10
RI,17,0.6691044626228644,"['Gastroparesis', 'Dysphonia', 'Cachexia']",2011-10
SC,5,0.6729516057562884,"['Dystonia', 'Overweight', 'Amblyopia']",2011-10
SD,13,0.6139697296417789,"['Dysmenorrhea', 'Hypothermia', 'Deafness', 'Spasm']",2011-10
TN,13,0.6380265601463865,"['Albuminuria', 'Coprophagia', 'Oliguria']",2011-10
TX,13,0.6791550546446432,"['Paraparesis', 'Mouth Breathing', 'Eructation']",2011-10
UT,17,0.7208884430114412,"['Facial Pain', 'Emaciation', 'Hypercapnia']",2011-10
VA,11,0.7463653468844275,"['Agnosia', 'Hyperphagia', 'Respiratory Sounds']",2011-10
VT,4,0.645925479739588,"['Neuralgia', 'Pelvic Pain', 'Hallucinations', 'Hyperemesis Gravidarum']",2011-10
WA,5,0.6595106275323613,"['Urinary Incontinence', 'Torticollis', 'Pseudophakia']",2011-10
WI,18,0.7338469957089863,"['Vomiting', 'Weight Loss', 'Confusion']",2011-10
WV,2,0.6487256339233484,"['Jaundice', 'Cachexia', 'Seizures', 'Dyspepsia']",2011-10
WY,3,0.7007177364909565,"['Diarrhea', 'Headache']",2011-10
AK,7,0.6234049993236942,"['Shoulder Pain', 'Confusion', 'Nausea']",2011-11
AL,12,0.7741677148119441,"['Agraphia', 'Sarcopenia', 'Hydrops Fetalis']",2011-11
AR,17,0.6416811623487961,"['Speech Disorders', 'Back Pain']",2011-11
AZ,19,0.6096979436553757,"['Anisocoria', 'Halitosis', 'Birth Weight', 'Pallor', 'Colic', 'Back Pain', 'Pain', 'Heartburn', 'Flatulence', 'Constipation']",2011-11
CA,7,0.7595830991653829,"['Necrolytic Migratory Erythema', 'Waterhouse-Friderichsen Syndrome']",2011-11
CO,21,0.6160128346665285,"['Sciatica', 'Acute Coronary Syndrome']",2011-11
CT,8,0.6670516095485101,"['Pseudophakia', 'Intermittent Claudication', 'Tics', 'Agnosia', 'Hallucinations']",2011-11
DC,10,0.623995746855218,"['Apnea', 'Motion Sickness', 'Anomia']",2011-11
DE,8,0.6488041684815309,"['Ecchymosis', 'Halitosis', 'Hemiplegia', 'Myoclonus', 'Dysarthria', 'Snoring', 'Lethargy', 'Hyperemesis Gravidarum']",2011-11
FL,12,0.6677589858712206,"['Tremor', 'Learning Disorders', 'Gagging', 'Ophthalmoplegia']",2011-11
GA,15,0.7002495548934968,"['Thinness', 'Muscle Weakness', 'Paresthesia', 'Flank Pain']",2011-11
HI,10,0.7005478552091605,"['Delirium', 'Birth Weight', 'Torticollis']",2011-11
IA,7,0.6637138784091301,"['Sleep Deprivation', 'Renal Colic']",2011-11
ID,12,0.6279867807123847,"['Stuttering', 'Cachexia', 'Hypothermia', 'Dyslexia']",2011-11
IL,9,0.8337875204836742,"['Dysuria', 'Psychomotor Agitation']",2011-11
IN,12,0.6618659143676684,"['Weight Loss', 'Earache']",2011-11
KS,10,0.6788775988531616,"['Tremor', 'Tinea Pedis', 'Tetany']",2011-11
KY,3,0.655999649742833,"['Tinea Pedis', 'Halitosis', 'Birth Weight', 'Labor Pain', 'Sweating Sickness', 'Chills']",2011-11
LA,4,0.6279566355151129,"['Trismus', 'Paraplegia']",2011-11
MA,2,0.6763674934796082,"['Mouth Breathing', 'Hyperesthesia', 'Facial Paralysis', 'Ophthalmoplegia']",2011-11
MD,15,0.6806330655684375,"['Myokymia', 'Stupor', 'Coma', 'Dysuria']",2011-11
ME,2,0.6831246947857309,"['Encopresis', 'Sleep Deprivation', 'Pallor', 'Asthenia']",2011-11
MI,10,0.6311398642276389,"['Hyperoxia', 'Anoxia']",2011-11
MN,9,0.7462387473800235,"['Hyperemesis Gravidarum', 'Paraplegia']",2011-11
MO,14,0.6857589401896077,"['Feminization', 'Paraplegia']",2011-11
MS,15,0.5742758286434453,"['Illusions', 'Agnosia', 'Hemoptysis', 'Feminization', 'Scotoma']",2011-11
MT,3,0.7809714852474808,"['Coma', 'Diarrhea', 'Snoring']",2011-11
NC,15,0.5946454391515933,"['Hot Flashes', 'Dysphonia', 'Back Pain', 'Vertigo', 'Sleep Disorders', 'Hypoventilation']",2011-11
ND,3,0.8145797537602941,"['Cyanosis', 'Sneezing']",2011-11
NE,6,0.6467535283648821,"['Dizziness', 'Anisocoria', 'Tics', 'Dysuria']",2011-11
NH,18,0.7155173518927225,"['Chorea', 'Purpura']",2011-11
NJ,11,0.6013272532607371,"['Morning Sickness', 'Hyperacusis']",2011-11
NM,1,0.6887492565404267,"['Sleep Deprivation', 'Nausea']",2011-11
NV,3,0.6792499655795667,"['Pruritus', 'Stuttering']",2011-11
NY,6,0.6763420748770873,"['Motion Sickness', 'Flushing']",2011-11
OH,18,0.6183307569605467,"['Anoxia', 'Hyperemesis Gravidarum']",2011-11
OK,9,0.6865575913997587,"['Hypercapnia', 'Delirium', 'Diplopia']",2011-11
OR,3,0.6643979106449828,"['Quadriplegia', 'Hypoventilation', 'Fatigue', 'Dyspepsia']",2011-11
PA,12,0.6234404085709555,"['Cachexia', 'Chorea', 'Chills', 'Heartburn', 'Hemoptysis']",2011-11
RI,13,0.6265401462716673,"['Coma', 'Paresthesia']",2011-11
SC,8,0.7650270114714516,"['Anoxia', 'Syncope', 'Tetany']",2011-11
SD,3,0.6358821696773735,"['Syncope', 'Seizures', 'Bulimia', 'Neck Pain', 'Lethargy']",2011-11
TN,18,0.8867212524715758,"['Dizziness', 'Hemiplegia']",2011-11
TX,17,0.6865635579336896,"['Persistent Vegetative State', 'Hematemesis', 'Hemoptysis', 'Muscle Spasticity']",2011-11
UT,9,0.6771447848083834,"['Weight Gain', 'Proteinuria', 'Purpura']",2011-11
VA,8,0.6797969325842309,"['Diplopia', 'Aphonia', 'Oliguria', 'Hypocapnia']",2011-11
VT,10,0.7068839809375375,"['Motion Sickness', 'Back Pain']",2011-11
WA,4,0.7293628935898963,"['Tremor', 'Sweating Sickness', 'Tetany']",2011-11
WI,4,0.6893738772077639,"['Hyperalgesia', 'Low Back Pain', 'Lethargy']",2011-11
WV,4,0.6252583997429487,"['Hoarseness', 'Paresis', 'Arthralgia']",2011-11
WY,8,0.6764697740639991,"['Chills', 'Motion Sickness']",2011-11
AK,14,0.7053086299467187,"['Stuttering', 'Chills', 'Abdominal Pain']",2011-12
AL,21,0.7323053951089847,"['Sneezing', 'Hyperalgesia', 'Arthralgia']",2011-12
AR,11,0.69077817078872,"['Shoulder Pain', 'Arthralgia']",2011-12
AZ,3,0.5705587736272545,"['Amaurosis Fugax', 'Chorea', 'Hallucinations', 'Urinary Incontinence', 'Paraplegia']",2011-12
CA,5,0.6176546703052725,"['Echolalia', 'Emaciation']",2011-12
CO,20,0.6626134910644454,"['Chest Pain', 'Pain', 'Colic', 'Presbycusis']",2011-12
CT,20,0.6746207180245675,"['Flank Pain', 'Weight Gain', 'Quadriplegia']",2011-12
DC,7,0.7155476336110228,"['Anisocoria', 'Weight Loss', 'Body Weight']",2011-12
DE,2,0.6439118498056474,"['Vomiting', 'Coma', 'Birth Weight', 'Paralysis']",2011-12
FL,6,0.6161430468969366,"['Deafness', 'Proteinuria', 'Unconsciousness', 'Language Disorders', 'Metatarsalgia']",2011-12
GA,3,0.6916961459887133,"['Anisocoria', 'Amaurosis Fugax', 'Facial Pain', 'Presbycusis']",2011-12
HI,11,0.8072248803979445,"['Delirium', 'Birth Weight', 'Torticollis']",2011-12
IA,11,0.7086171523067394,"['Chills', 'Confusion']",2011-12
ID,18,0.7085685224134496,"['Shoulder Pain', 'Pallor', 'Gagging']",2011-12
IL,16,0.6556774415369699,"['Catalepsy', 'Pseudophakia']",2011-12
IN,6,0.6597027936220414,"['Agraphia', 'Tetany', 'Fever', 'Hyperventilation']",2011-12
KS,8,0.6424514857716198,"['Weight Loss', 'Hearing Loss', 'Amaurosis Fugax', 'Weight Gain']",2011-12
KY,7,0.6933505657892374,"['Hyperemesis Gravidarum', 'Deafness']",2011-12
LA,7,0.6773802792959743,"['Cyanosis', 'Anomia', 'Spasm']",2011-12
MA,7,0.6800981843670151,"['Hyperesthesia', 'Mouth Breathing', 'Ophthalmoplegia']",2011-12
MD,16,0.6255373799971825,"['Muscle Weakness', 'Paraparesis', 'Heart Murmurs', 'Amnesia']",2011-12
ME,1,0.6863269381599012,"['Anoxia', 'Sneezing', 'Dysarthria']",2011-12
MI,3,0.7274203188794689,"['Weight Loss', 'Cachexia', 'Orthostatic Intolerance']",2011-12
MN,1,0.7140688315421774,"['Hirsutism', 'Flushing']",2011-12
MO,11,0.6703660632127497,"['Sciatica', 'Anoxia', 'Metatarsalgia', 'Flushing']",2011-12
MS,5,0.8093343302178337,"['Hemoptysis', 'Blindness']",2011-12
MT,3,0.7753444236928869,"['Coma', 'Diarrhea', 'Snoring']",2011-12
NC,5,0.6178604805805535,"['Flank Pain', 'Seizures', 'Hemoglobinuria']",2011-12
ND,8,0.6334471631571387,"['Dysmenorrhea', 'Hot Flashes', 'Confusion']",2011-12
NE,15,0.7344425232098358,"['Dyspnea', 'Heartburn']",2011-12
NH,9,0.7220769579332234,"['Albuminuria', 'Colic', 'Presbycusis']",2011-12
NJ,12,0.7702103484062808,"['Encopresis', 'Stupor']",2011-12
NM,4,0.7344882775689806,"['Angina Pectoris', 'Dysuria']",2011-12
NV,9,0.7115645555448845,"['Pruritus', 'Stuttering', 'Tetany']",2011-12
NY,8,0.690494178538212,"['Motion Sickness', 'Flushing']",2011-12
OH,3,0.7602064513353116,"['Paraparesis', 'Acute Coronary Syndrome']",2011-12
OK,1,0.6899547799912252,"['Fatigue', 'Flushing']",2011-12
OR,8,0.6134028128184745,"['Purpura Fulminans', 'Hot Flashes', 'Diplopia']",2011-12
PA,22,0.6592439643477558,"['Hiccup', 'Purpura Fulminans', 'Hyperalgesia']",2011-12
RI,12,0.640520656961439,"['Hypoventilation', 'Tetany']",2011-12
SC,11,0.5712461456613814,"['Hypercapnia', 'Overweight', 'Vertigo']",2011-12
SD,7,0.6833795671780323,"['Syncope', 'Seizures', 'Bulimia', 'Neck Pain', 'Lethargy']",2011-12
TN,7,0.630372443387103,"['Overweight', 'Bulimia', 'Sleep Deprivation', 'Hyperalgesia', 'Hypoventilation']",2011-12
TX,14,0.6594558607543369,"['Nocturia', 'Pallor', 'Flank Pain', 'Hyperacusis']",2011-12
UT,14,0.6764832226062832,"['Halitosis', 'Low Back Pain', 'Amnesia']",2011-12
VA,7,0.6749910267510983,"['Presbycusis', 'Quadriplegia', 'Hemianopsia', 'Heart Murmurs', 'Prosopagnosia']",2011-12
VT,15,0.6200021395370788,"['Flatulence', 'Apnea', 'Heartburn']",2011-12
WA,4,0.7789301111500054,"['Deafness', 'Paraplegia']",2011-12
WI,21,0.6498975581409473,"['Hyperalgesia', 'Fasciculation', 'Lethargy', 'Low Back Pain']",2011-12
WV,5,0.6840129379686516,"['Halitosis', 'Paresthesia', 'Bulimia', 'Vertigo']",2011-12
WY,10,0.7175646760646651,"['Neck Pain', 'Illusions', 'Fever', 'Nausea']",2011-12
AK,5,0.6677263741512643,"['Constipation', 'Flushing']",2012-01
AL,13,0.6743410497462378,"['Chills', 'Torticollis', 'Myoclonus']",2012-01
AR,19,0.5897778933307384,"['Hemiplegia', 'Abdominal Pain', 'Dyslexia']",2012-01
AZ,13,0.6523635629698511,"['Neck Pain', 'Dyspnea', 'Dizziness', 'Quadriplegia']",2012-01
CA,15,0.6521498467964674,"['Ecchymosis', 'Pseudophakia', 'Pallor', 'Amaurosis Fugax', 'Nocturia']",2012-01
CO,24,0.6641552785718791,"['Tremor', 'Mouth Breathing']",2012-01
CT,4,0.6517471399982536,"['Tinnitus', 'Hot Flashes']",2012-01
DC,20,0.6484848611340344,"['Tinea Pedis', 'Motion Sickness', 'Anomia', 'Apnea']",2012-01
DE,14,0.6224334239386261,"['Cough', 'Agnosia', 'Pruritus']",2012-01
FL,18,0.6631429049936441,"['Anoxia', 'Hypoventilation', 'Fetal Weight']",2012-01
GA,9,0.6310268571268934,"['Heart Murmurs', 'Renal Colic', 'Eye Pain']",2012-01
HI,13,0.7597382194339667,"['Delirium', 'Birth Weight', 'Torticollis']",2012-01
IA,6,0.6242438272705809,"['Ecchymosis', 'Pruritus', 'Coma', 'Amblyopia', 'Metatarsalgia']",2012-01
ID,5,0.591448918273349,"['Dysarthria', 'Myotonia', 'Stuttering', 'Hypoventilation', 'Lethargy', 'Toothache']",2012-01
IL,16,0.6145782524275788,"['Hearing Loss', 'Gagging', 'Low Back Pain', 'Paraplegia']",2012-01
IN,9,0.6239972614816186,"['Birth Weight', 'Eye Pain']",2012-01
KS,15,0.7227460019287627,"['Dystonia', 'Low Back Pain', 'Bulimia', 'Photophobia']",2012-01
KY,6,0.7029587710322893,"['Dystonia', 'Trismus', 'Hyperventilation', 'Paraplegia']",2012-01
LA,13,0.6434835220631937,"['Hiccup', 'Sweating Sickness', 'Facial Pain']",2012-01
MA,4,0.6876754468151186,"['Dysuria', 'Dysgeusia', 'Colic']",2012-01
MD,10,0.6918262441330066,"['Fasciculation', 'Photophobia']",2012-01
ME,20,0.6803520672715749,"['Anorexia', 'Dyspepsia', 'Snoring']",2012-01
MI,1,0.6114183329442187,"['Chest Pain', 'Overweight', 'Mutism', 'Thinness', 'Purpura Fulminans']",2012-01
MN,6,0.6397747295558381,"['Persistent Vegetative State', 'Vomiting', 'Seizures', 'Paresthesia', 'Paralysis', 'Flatulence', 'Ataxia']",2012-01
MO,16,0.7647279071368582,"['Morning Sickness', 'Labor Pain']",2012-01
MS,10,0.6044175817466623,"['Motion Sickness', 'Oliguria', 'Amnesia', 'Dysuria', 'Hyperventilation']",2012-01
MT,12,0.6328994673037324,"['Hemiplegia', 'Confusion']",2012-01
NC,19,0.7771022475497885,"['Renal Colic', 'Dyslexia']",2012-01
ND,11,0.640097129373879,"['Neck Pain', 'Dizziness', 'Seizures', 'Agnosia']",2012-01
NE,17,0.7238789577841231,"['Toothache', 'Prosopagnosia']",2012-01
NH,11,0.6864452841900582,"['Echolalia', 'Constipation', 'Deafness']",2012-01
NJ,2,0.6809657984881831,"['Dysarthria', 'Ophthalmoplegia']",2012-01
NM,1,0.6624635307487098,"['Weight Loss', 'Birth Weight', 'Low Back Pain', 'Hypoventilation', 'Hearing Loss', 'Weight Gain']",2012-01
NV,2,0.7426824660815861,"['Dyspepsia', 'Oliguria']",2012-01
NY,13,0.6403869461655814,"['Muscular Atrophy', 'Tetany', 'Hypocapnia', 'Apnea']",2012-01
OH,3,0.6739674619206686,"['Sneezing', 'Diplopia']",2012-01
OK,11,0.6463282805504005,"['Muscle Cramp', 'Flank Pain', 'Labor Pain', 'Paraplegia']",2012-01
OR,2,0.6871979648944547,"['Muscle Cramp', 'Cerebellar Ataxia', 'Weight Loss']",2012-01
PA,8,0.6953254506412475,"['Birth Weight', 'Metatarsalgia']",2012-01
RI,10,0.5695366019317246,"['Tinnitus', 'Seizures', 'Tetany']",2012-01
SC,13,0.6598082348378244,"['Neuralgia', 'Sleep Disorders', 'Pain', 'Diarrhea']",2012-01
SD,12,0.6520945676539882,"['Miosis', 'Myoclonus', 'Agnosia', 'Anoxia']",2012-01
TN,16,0.7221920569964747,"['Aphonia', 'Hydrops Fetalis', 'Oliguria']",2012-01
TX,20,0.7504381326858051,"['Tinea Pedis', 'Flushing']",2012-01
UT,14,0.6471259951774763,"['Agnosia', 'Paresis']",2012-01
VA,4,0.6098632155049657,"['Motion Sickness', 'Athetosis', 'Mutism', 'Diarrhea', 'Lethargy']",2012-01
VT,3,0.6113253449782555,"['Sciatica', 'Dyspepsia', 'Amnesia']",2012-01
WA,16,0.6277696838348874,"['Toothache', 'Acute Coronary Syndrome']",2012-01
WI,11,0.6922691445992336,"['Hallucinations', 'Syncope']",2012-01
WV,9,0.635759814414311,"['Echolalia', 'Tinnitus', 'Paresis', 'Asthenia', 'Chorea', 'Neck Pain']",2012-01
WY,5,0.6382499854657473,"['Chest Pain', 'Constipation', 'Hypothermia']",2012-01
AK,8,0.6662446495638429,"['Constipation', 'Flushing']",2012-02
AL,22,0.6238276102651937,"['Hyperesthesia', 'Agnosia', 'Renal Colic', 'Back Pain']",2012-02
AR,18,0.6175033035677302,"['Pelvic Pain', 'Hirsutism', 'Morning Sickness', 'Flushing']",2012-02
AZ,20,0.6153042234206274,"['Hypothermia', 'Paralysis', 'Communication Disorders', 'Orthostatic Intolerance']",2012-02
CA,16,0.6557483374105616,"['Heart Murmurs', 'Stupor', 'Hyperacusis']",2012-02
CO,9,0.6852916028483217,"['Sweating Sickness', 'Sarcopenia', 'Jaundice']",2012-02
CT,16,0.6077399055344513,"['Tinnitus', 'Hot Flashes']",2012-02
DC,15,0.7237076012977943,"['Dyspnea', 'Hoarseness', 'Paresis']",2012-02
DE,12,0.6281840286235606,"['Hot Flashes', 'Edema']",2012-02
FL,4,0.6661627336096273,"['Low Back Pain', 'Body Weight', 'Chills', 'Weight Loss', 'Metatarsalgia']",2012-02
GA,14,0.7039204052611794,"['Hypothermia', 'Hypoventilation', 'Earache']",2012-02
HI,20,0.6564037097018027,"['Echolalia', 'Feminization']",2012-02
IA,21,0.6705055246601396,"['Arthralgia', 'Delirium', 'Bulimia', 'Hyperacusis']",2012-02
ID,8,0.7261011931532059,"['Shoulder Pain', 'Halitosis']",2012-02
IL,2,0.6311269853192624,"['Abdominal Pain', 'Seizures', 'Hydrops Fetalis']",2012-02
IN,22,0.6535883798725063,"['Muscle Weakness', 'Intermittent Claudication', 'Hemianopsia', 'Diplopia', 'Hemoglobinuria']",2012-02
KS,3,0.5804451806607153,"['Muscle Cramp', 'Tinea Pedis', 'Tetany', 'Hirsutism', 'Vertigo', 'Neuralgia', 'Toothache']",2012-02
KY,2,0.6831309155502286,"['Fever', 'Sneezing']",2012-02
LA,20,0.6168836455045345,"['Paraparesis', 'Eye Pain', 'Myoclonus']",2012-02
MA,15,0.6855775547998104,"['Sarcopenia', 'Dysgeusia', 'Hiccup', 'Dysuria']",2012-02
MD,1,0.6984919874994578,"['Chorea', 'Stupor']",2012-02
ME,8,0.8534623511721527,"['Mutism', 'Proteinuria']",2012-02
MI,21,0.6190812457532215,"['Phantom Limb', 'Speech Disorders', 'Coma', 'Hypothermia', 'Heartburn', 'Diplopia']",2012-02
MN,5,0.7572896514651856,"['Myotonia', 'Mouth Breathing', 'Eructation']",2012-02
MO,7,0.8105690958623375,"['Morning Sickness', 'Labor Pain']",2012-02
MS,16,0.6366175585906282,"['Pallor', 'Hyperemesis Gravidarum']",2012-02
MT,14,0.6267255513699682,"['Hypothermia', 'Oliguria']",2012-02
NC,2,0.7663761076278074,"['Coprophagia', 'Heartburn']",2012-02
ND,2,0.6399628554448729,"['Stupor', 'Cachexia', 'Toothache', 'Flushing']",2012-02
NE,4,0.7941995735480251,"['Dyspnea', 'Heartburn']",2012-02
NH,15,0.7158628370900182,"['Dystonia', 'Syncope', 'Paresthesia']",2012-02
NJ,18,0.6507913042424243,"['Myokymia', 'Paresis', 'Paralysis', 'Scotoma', 'Mental Retardation', 'Prosopagnosia']",2012-02
NM,12,0.6574217216823829,"['Overweight', 'Hoarseness', 'Seizures']",2012-02
NV,11,0.7239065366513396,"['Dyspepsia', 'Oliguria']",2012-02
NY,17,0.7217306161112811,"['Pseudophakia', 'Susac Syndrome']",2012-02
OH,18,0.7023076702585026,"['Sneezing', 'Snoring', 'Diplopia']",2012-02
OK,1,0.698239901827496,"['Stupor', 'Hydrops Fetalis']",2012-02
OR,5,0.6453458905212609,"['Fasciculation', 'Birth Weight', 'Colic', 'Urinary Incontinence']",2012-02
PA,7,0.5842940301154164,"['Echolalia', 'Low Back Pain', 'Diplopia', 'Ataxia', 'Renal Colic']",2012-02
RI,11,0.6234444262381319,"['Arthralgia', 'Back Pain', 'Hypothermia', 'Lethargy', 'Ataxia']",2012-02
SC,10,0.8359802030004332,"['Delirium', 'Paraplegia']",2012-02
SD,12,0.6352126802621694,"['Miosis', 'Myoclonus', 'Agnosia', 'Anoxia']",2012-02
TN,2,0.6485215271753633,"['Anoxia', 'Hallucinations', 'Photophobia']",2012-02
TX,7,0.7383833180803144,"['Tinea Pedis', 'Feminization']",2012-02
UT,15,0.5878180143631727,"['Stupor', 'Sarcopenia', 'Trismus', 'Eye Pain']",2012-02
VA,19,0.652230245737551,"['Eye Hemorrhage', 'Facial Paralysis', 'Paresthesia']",2012-02
VT,15,0.6389484662144778,"['Syncope', 'Obesity', 'Dizziness', 'Lethargy', 'Toothache']",2012-02
WA,13,0.672564454883525,"['Spasm', 'Fasciculation', 'Seizures']",2012-02
WI,19,0.6299023229041658,"['Ecchymosis', 'Anomia', 'Paraplegia']",2012-02
WV,7,0.6526505945150907,"['Anisocoria', 'Heartburn', 'Headache']",2012-02
WY,5,0.745137174907822,"['Cough', 'Eye Pain']",2012-02
AK,1,0.6265007666527774,"['Tics', 'Hiccup', 'Spasm', 'Hallucinations']",2012-03
